1.526853389315656643e-03,1.525784784703584527e-03,1.523886630686442862e-03,1.526354802309359739e-03,1.526433815338354340e-03,1.523908335881412777e-03,1.525690016862854114e-03,1.526901756269324071e-03,1.524230230895722146e-03,1.524985755461361839e-03,1.527100075013757994e-03,1.524790151175647998e-03,1.524373528766300801e-03,1.526991123485933180e-03,1.525480963265196188e-03,1.523972575374229121e-03,1.526595321940699742e-03,1.526171221012808743e-03,1.523860605232173768e-03,1.525987612929993352e-03,1.526730061471851061e-03,1.524058222279386747e-03,1.525283447633508926e-03,1.527051241321095891e-03,1.524525530934221816e-03,1.524612510013745271e-03,1.527064918713798031e-03,1.525151050687663249e-03,1.524050644542656544e-03,1.526655317606713958e-03,1.525573071789184743e-03,1.523209398038517922e-03,1.524913433206839461e-03,1.523842511416505577e-03,1.518855483063349249e-03,1.516273942539290379e-03,1.510486469727302097e-03,1.496242031314861786e-03,1.478758956681336086e-03,1.453887654545022844e-03,1.412650224158534720e-03,1.358017812167206309e-03,1.288654818617247745e-03,1.194999078804492420e-03,1.079629629993763889e-03,9.476025016652075018e-04,7.947011209529838277e-04,6.273604695554876832e-04,4.612948813558492020e-04,3.038172153543292672e-04,1.680200908408783112e-04,7.575698594230911615e-05
1.571926619795186711e-03,1.570863011192045805e-03,1.568963744495596941e-03,1.571427348782769833e-03,1.571510659419923751e-03,1.568987830580228929e-03,1.570761779961242456e-03,1.571977257178967151e-03,1.569310511477130157e-03,1.570056561148276729e-03,1.572174459560016745e-03,1.569869928382151099e-03,1.569446502492167833e-03,1.572064659649631980e-03,1.570559731796517498e-03,1.569048567467481612e-03,1.571668164364583382e-03,1.571248666420440665e-03,1.568939107228675255e-03,1.571059725775134520e-03,1.571806099833087137e-03,1.569138478323761328e-03,1.570354540041630489e-03,1.572125695207440398e-03,1.569604648621458895e-03,1.569681664361115888e-03,1.572133414011202789e-03,1.570218200732318532e-03,1.569099216149341496e-03,1.571673883160740496e-03,1.570541888789055325e-03,1.568076790303005608e-03,1.569597659791872879e-03,1.568230035828571548e-03,1.562760431636707123e-03,1.559421841445659748e-03,1.552536313354114985e-03,1.536751148207615930e-03,1.517192348980197060e-03,1.489695067805805757e-03,1.445279314232093739e-03,1.386976656832896284e-03,1.313608807301792220e-03,1.215804558655226479e-03,1.096348945245318460e-03,9.605160461385322482e-04,8.042723343722808131e-04,6.341529304583496058e-04,4.658951710790646761e-04,3.067822149022120921e-04,1.698369388887543453e-04,7.680576479765022571e-05
1.616895240108900999e-03,1.615833372050083780e-03,1.613934531558266832e-03,1.616396122098490585e-03,1.616480790477726895e-03,1.613957832610851207e-03,1.615731110283067859e-03,1.616946915155575634e-03,1.614280385161052413e-03,1.615026642580995450e-03,1.617143556599691607e-03,1.614840153617734617e-03,1.614417209534400616e-03,1.617033349687010610e-03,1.615530105345458272e-03,1.614019464262254249e-03,1.616636816388220552e-03,1.616218929024978036e-03,1.613909536021931662e-03,1.616028766170793298e-03,1.616775951010879188e-03,1.614108059950063526e-03,1.615324064777723129e-03,1.617094444614892122e-03,1.614573317106972631e-03,1.614648773915085224e-03,1.617094598785758734e-03,1.615171815126812066e-03,1.614034872490013482e-03,1.616571063439237177e-03,1.615372846074827505e-03,1.612785846620470821e-03,1.614094021362740949e-03,1.612379682319322076e-03,1.606360289667052316e-03,1.602191485988110420e-03,1.594108868879314314e-03,1.576674875844615064e-03,1.554948958937745407e-03,1.524735059070585382e-03,1.477079645169244700e-03,1.415095682878161247e-03,1.337747520380076077e-03,1.235859959697077843e-03,1.112421657270209118e-03,9.729017788940436378e-04,8.134289493526992553e-04,6.406286040572280313e-04,4.702668698103911935e-04,3.095978681941223315e-04,1.715636728408362257e-04,7.781557840973120279e-05
1.661863602565964975e-03,1.660803077811476205e-03,1.658901885887991822e-03,1.661363874198735439e-03,1.661449973719913032e-03,1.658925958379792740e-03,1.660698244980098005e-03,1.661915926057431830e-03,1.659249429007217565e-03,1.659993382679147284e-03,1.662112438268491038e-03,1.659810210727130034e-03,1.659383930274504733e-03,1.662001920463189583e-03,1.660500213763291006e-03,1.658986558228411077e-03,1.661604843517274378e-03,1.661188272937115691e-03,1.658877301066196937e-03,1.660996131169887972e-03,1.661744959123487818e-03,1.659076554630153216e-03,1.660290571782647735e-03,1.662062503669620075e-03,1.659540817322166907e-03,1.659610617710461072e-03,1.662052658167150788e-03,1.660119763348498392e-03,1.658955138464889663e-03,1.661447167554611169e-03,1.660166881974953169e-03,1.657431269509866689e-03,1.658492897550944067e-03,1.656381596232934291e-03,1.649745027377762154e-03,1.644662609751100816e-03,1.635289731459101895e-03,1.616106583485782443e-03,1.592116020231894476e-03,1.559111905833233253e-03,1.508170183546119576e-03,1.442493396095046072e-03,1.361203906843491207e-03,1.255307143065693617e-03,1.127986254743262168e-03,9.848988236389247513e-04,8.223064245454512816e-04,6.469168829755559368e-04,4.745251667472071889e-04,3.123484223349643082e-04,1.732526494277897169e-04,7.880366751047813653e-05
1.706674914618788730e-03,1.705604807469602788e-03,1.703704643758253414e-03,1.706174597125319431e-03,1.706254894384108805e-03,1.703727000422931804e-03,1.705507787041004187e-03,1.706724648917374220e-03,1.704049264939961695e-03,1.704801192634705208e-03,1.706923818768296599e-03,1.704609472495926658e-03,1.704189663613035885e-03,1.706813329542844569e-03,1.705300703581696248e-03,1.703790167246195357e-03,1.706415885902449244e-03,1.705991759340186884e-03,1.703679012050274668e-03,1.705806219920827892e-03,1.706551877775363407e-03,1.703876611202459089e-03,1.705098624548535878e-03,1.706872397407827903e-03,1.704337177000378543e-03,1.704410446458340953e-03,1.706849438912420381e-03,1.704888640479557734e-03,1.703698835098186801e-03,1.706141067147409155e-03,1.704750620379642291e-03,1.701841859687537031e-03,1.702625683506926984e-03,1.700057105038123425e-03,1.692730433229367023e-03,1.686660462583457632e-03,1.675901662861515934e-03,1.654863416015253186e-03,1.628530492785374350e-03,1.592669983484588155e-03,1.538391612289615774e-03,1.469033432234619421e-03,1.383849257941755992e-03,1.274010400009845242e-03,1.142919204311117340e-03,9.963967004733922678e-04,8.308145771079773236e-04,6.529635321326831892e-04,4.786479224096480255e-04,3.150275686665844209e-04,1.749050608610938813e-04,7.977405765163370999e-05
1.751280872054023201e-03,1.750218302706163520e-03,1.748320040930913212e-03,1.750781965839220316e-03,1.750865732292179906e-03,1.748343159403441260e-03,1.750117055311628794e-03,1.751331968707075127e-03,1.748665553989158742e-03,1.749412555016518741e-03,1.751528817969700245e-03,1.749225193928412043e-03,1.748802987780924802e-03,1.751418871165089748e-03,1.749915056053421994e-03,1.748405055189097401e-03,1.751022574823178071e-03,1.750603840208773748e-03,1.748294898405717071e-03,1.750414577163299408e-03,1.751160660340368193e-03,1.748492575473340783e-03,1.749708248283449348e-03,1.751475443164142703e-03,1.748948872477438122e-03,1.749013514058267091e-03,1.751434884640134864e-03,1.749463640749564014e-03,1.748234883150122680e-03,1.750599637210435277e-03,1.749095169938723673e-03,1.745985456484762562e-03,1.746433210190981734e-03,1.743358766236436470e-03,1.735281172586061954e-03,1.728124498634147580e-03,1.715885146127331048e-03,1.692919318293371455e-03,1.664150702525410549e-03,1.625364278172902917e-03,1.567744598577092011e-03,1.494707200904829732e-03,1.405663138306317492e-03,1.291982618915634784e-03,1.157223350970186483e-03,1.007361681948873476e-03,8.389064506095557936e-04,6.586967537958350605e-04,4.825326865867374769e-04,3.175522205185998250e-04,1.764837628730242568e-04,8.071314835837293427e-05
1.795863296252437485e-03,1.794800564997490024e-03,1.792898913111658351e-03,1.795362962229297542e-03,1.795448696578381183e-03,1.792922656679145268e-03,1.794696639308239515e-03,1.795915330217943192e-03,1.793245803638105016e-03,1.793991281227826171e-03,1.796112122194528250e-03,1.793806263308675214e-03,1.793381442632638366e-03,1.796001639859583481e-03,1.794496968679052361e-03,1.792983724898588368e-03,1.795604301430861948e-03,1.795186517089378741e-03,1.792874072089322432e-03,1.794994616097328379e-03,1.795743680010922173e-03,1.793071961328406017e-03,1.794286031439874763e-03,1.796056039551823923e-03,1.793523483371580601e-03,1.793579125875017230e-03,1.795991594713961491e-03,1.793993156802671778e-03,1.792714052180739053e-03,1.794998603269034243e-03,1.793350724618264459e-03,1.790001614619455205e-03,1.790077898313376971e-03,1.786438044631373252e-03,1.777527515556458085e-03,1.769206832237426490e-03,1.755404364341607354e-03,1.730411852225163328e-03,1.699136753632273303e-03,1.657385299254307250e-03,1.596393307549382867e-03,1.519694197162891518e-03,1.426856697167317800e-03,1.309409802878662519e-03,1.171081354529001891e-03,1.017998121322396783e-03,8.467659475347689372e-04,6.642714302813690439e-04,4.863245432133098383e-04,3.200235861913079054e-04,1.780209373733604710e-04,8.162780234444581601e-05
1.840308827316699224e-03,1.839242332801546784e-03,1.837351455705015695e-03,1.839811488033304314e-03,1.839889816085613734e-03,1.837372032029171509e-03,1.839148423788240045e-03,1.840356754247411079e-03,1.837692331920287407e-03,1.838446314630851194e-03,1.840554757255647616e-03,1.838250387619342263e-03,1.837838748173634433e-03,1.840446195372784279e-03,1.838939283102925589e-03,1.837437685113958111e-03,1.840051391273510870e-03,1.839627779180307010e-03,1.837324717036162638e-03,1.839444874347719852e-03,1.840184518832976499e-03,1.837518873105277971e-03,1.838737869424904260e-03,1.840494111069630300e-03,1.837960176256064893e-03,1.838018766535283021e-03,1.840400695056106269e-03,1.838369420076496228e-03,1.837044767466598219e-03,1.839219190600499152e-03,1.837398721299176273e-03,1.833788713430208397e-03,1.833440791735128396e-03,1.829164149017356274e-03,1.819358245866878158e-03,1.809794036240316940e-03,1.794327499073221626e-03,1.767234711438596092e-03,1.733397847365187802e-03,1.688622236278456519e-03,1.624250932990723350e-03,1.543931190572985467e-03,1.447343417949039333e-03,1.326215465676027633e-03,1.184439840629773061e-03,1.028246777656613604e-03,8.543461911016689628e-04,6.696801600049841685e-04,4.900270415068145625e-04,3.224378558913419744e-04,1.795273790998422748e-04,8.252721439876454785e-05
1.884494303165760304e-03,1.883430864053211966e-03,1.881532865927619102e-03,1.883995498591683635e-03,1.884078399203013496e-03,1.881555846201315649e-03,1.883330549780272856e-03,1.884544828852851520e-03,1.881878174209189632e-03,1.882625896385830980e-03,1.884741927499024522e-03,1.882437746254533037e-03,1.882016110737181822e-03,1.884632219898344343e-03,1.883127595467781268e-03,1.881617950607745657e-03,1.884236054085652477e-03,1.883816380373967529e-03,1.881507455967292497e-03,1.883627660012962383e-03,1.884372365008660059e-03,1.881702745582955038e-03,1.882916083620207650e-03,1.884676229446694126e-03,1.882135561949706661e-03,1.882173589904561836e-03,1.884542482722316014e-03,1.882472838161358079e-03,1.881069130053423513e-03,1.883130501412584633e-03,1.881117696172298704e-03,1.877191524508540392e-03,1.876374181577524815e-03,1.871410440003495228e-03,1.860622695870080235e-03,1.849727688600269265e-03,1.832531144862972836e-03,1.803256018198519340e-03,1.766782078556898344e-03,1.718969057920948949e-03,1.651215794384058681e-03,1.567284354107772353e-03,1.467029485901712648e-03,1.342313523831514333e-03,1.197173519083352200e-03,1.037984146171250493e-03,8.615269483148826121e-04,6.747712136214276298e-04,4.935025359512321174e-04,3.247282123392695790e-04,1.809772891392370472e-04,8.340279183261392149e-05
1.928613354875249441e-03,1.927551575821806473e-03,1.925651350077985059e-03,1.928113656116952615e-03,1.928199352135234615e-03,1.925674894434183668e-03,1.927448110237045629e-03,1.928665670147834557e-03,1.925997680262462501e-03,1.926743301616178506e-03,1.928862241700373195e-03,1.926557785010468487e-03,1.926133780788267386e-03,1.928751680489582902e-03,1.927248127648702267e-03,1.925736153667158366e-03,1.928354549617375445e-03,1.927937208952909889e-03,1.925626174155847673e-03,1.927745102295417385e-03,1.928492560169815882e-03,1.925820392427527285e-03,1.927029923813714787e-03,1.928789329709715240e-03,1.926240158568231532e-03,1.926261133439722455e-03,1.928605109936625244e-03,1.926487262852592938e-03,1.924997168459639373e-03,1.926919466409465764e-03,1.924683182423693505e-03,1.920404970268585216e-03,1.919063214628074577e-03,1.913346186724771076e-03,1.901504958834205434e-03,1.889200056827478437e-03,1.870191735859081999e-03,1.838665201984457766e-03,1.799507194356560029e-03,1.748625711725495776e-03,1.677494911945615237e-03,1.589996491455210065e-03,1.486134634065817929e-03,1.357917751692102812e-03,1.209518176484741456e-03,1.047428207768640387e-03,8.685008981992087176e-04,6.797273603301396197e-04,4.968890874301190586e-04,3.269547791360091424e-04,1.823798828750707772e-04,8.425093318246599464e-05
